Unip_ID	Kin_name	NetPhorest	Family	Subfamily	Alt_name	Classif_based_on	
Q9P0L2	MARK1	MARK2_MARK1_group	CAMK	SNF1	/	KINASE	MARK1
Q9P0L2	MARK1	MARK2	CAMK	SNF1	MARK	KINASE	MARK2
Q9P0L2	MARK1	MARK1	CAMK	SNF1	/	KINASE	MARK1
Q96L34	MARK4	MARK4	CAMK	SNF1	/	KINASE	MARK4
Q9H0K1	QIK	QIK_group	CAMK	SNF1	/	KINASE	QIK
Q9H0K1	QIK	QIK_SIK_group	CAMK	SNF1	/	KINASE	QIK
Q9H0K1	QIK	QIK	CAMK	SNF1	/	KINASE	QIK
P57058	HUNK	HUNK	CAMK	SNF1	/	KINASE	HUNK
Q6SA08	TSSK4	TSSK_group	CAMK	/	/	KINASE	TSSK4
Q6SA08	TSSK4	TSSK4	CAMK	/	/	KINASE	TSSK4
Q96RG2	PASK	PASK	CAMK	PASK	/	KINASE	PASK
Q9UIK4	DAPK2	DAPK_group	CAMK	DAP kinase	/	KINASE	DAPK2
Q9UIK4	DAPK2	DAPK2	CAMK	DAP kinase	/	KINASE	DAPK2
Q9UEE5	DRAK1	DRAK_group	CAMK	DAP kinase	/	KINASE	DRAK1
Q9UEE5	DRAK1	DRAK1	CAMK	DAP kinase	/	KINASE	DRAK1
Q8WZ42	TTN	MLCK_group	CAMK	/	/	KINASE	TTN
Q8WZ42	TTN	TTN	CAMK	/	/	KINASE	TTN
O75962	Trio	Trio_group	CAMK	/	/	KINASE	Trio
O60229	Trad	Trio_group	CAMK	/	/	KINASE	Trad
Q15772	SPEG	Trio_group	CAMK	/	/	KINASE	SPEG
O75962	Trio	Trio_Trad_group	CAMK	/	/	KINASE	Trio
O60229	Trad	Trio_Trad_group	CAMK	/	/	KINASE	Trad
O75962	Trio	Trio	CAMK	/	/	KINASE	Trio
O60229	Trad	Trad	CAMK	/	/	KINASE	Trad
Q15772	SPEG	SPEG_Obscn_Domain2SPEG_Domain2Obscn_group	CAMK	/	/	KINASE	SPEG
Q15772	SPEG	SPEG_Obscn_group	CAMK	/	/	KINASE	SPEG
Q15772	SPEG	SPEG	CAMK	/	/	KINASE	SPEG
O14920	IKKb	IKK_group	other	I-kappa-B kinase	/	KINASE	IKKbeta
O14920	IKKb	IKKalpha_IKKbeta_group	other	I-kappa-B kinase	/	KINASE	IKKbeta
O14920	IKKb	IKKbeta	other	I-kappa-B kinase	/	KINASE	IKKbeta
P24941	CDK2	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK2
Q00526	CDK3	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDK3
P21127	CDK11b	CMGC_group	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
Q9NYV4	CRK7	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CRK7
Q5MAI5	CDKL4	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	CDKL4
Q86Z02	HIPK1	CMGC_group	CMGC	HIPK	/	KINASE	HIPK1
Q9H2X6	HIPK2	CMGC_group	CMGC	HIPK	/	KINASE	HIPK2
Q9H422	HIPK3	CMGC_group	CMGC	HIPK	/	KINASE	HIPK3
Q13523	PRPF4B	CMGC_group	CMGC	PRP4	PRP4	KINASE	PRP4
P49840	GSK3A	CMGC_group	CMGC	GSK-3	/	KINASE	GSK3alpha
Q96L96	ALP3K	CMGC_group	Atypical	Alpha-type protein kinase family/ALPK	MAK	KINASE	MAK
Q9UQ07	MOK	CMGC_group	CMGC	CDC2/CDKX	/	KINASE	MOK
Q9UBE8	NLK	CMGC_group	CMGC	MAP kinase	/	KINASE	NLK
Q15759	MAPK11	CMGC_group	CMGC	MAP kinase	/	KINASE	MAPK11
P24941	CDK2	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK2
Q00526	CDK3	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CDK3
P21127	CDK11b	CDK_group	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
Q9NYV4	CRK7	CDK_group	CMGC	CDC2/CDKX	/	KINASE	CRK7
P24941	CDK2	CDK2_CDK3_CDK1_CDK5_group	CMGC	CDC2/CDKX	/	KINASE	CDK2
Q00526	CDK3	CDK2_CDK3_CDK1_CDK5_group	CMGC	CDC2/CDKX	/	KINASE	CDK3
P24941	CDK2	CDK2_CDK3_CDK1_group	CMGC	CDC2/CDKX	/	KINASE	CDK2
Q00526	CDK3	CDK2_CDK3_CDK1_group	CMGC	CDC2/CDKX	/	KINASE	CDK3
P24941	CDK2	CDK2_CDK3_group	CMGC	CDC2/CDKX	/	KINASE	CDK2
Q00526	CDK3	CDK2_CDK3_group	CMGC	CDC2/CDKX	/	KINASE	CDK3
P24941	CDK2	CDK2	CMGC	CDC2/CDKX	/	KINASE	CDK2
Q00526	CDK3	CDK3	CMGC	CDC2/CDKX	/	KINASE	CDK3
P21127	CDK11b	CDK8_CDK11_group	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
P21127	CDK11b	CDK11	CMGC	CDC2/CDKX	CDK11	KINASE	CDK11
Q9NYV4	CRK7	CDK10_PITSLRE_CDK9_CHED_CRK7_group	CMGC	CDC2/CDKX	/	KINASE	CRK7
Q9NYV4	CRK7	CHED_CRK7_group	CMGC	CDC2/CDKX	/	KINASE	CRK7
Q9NYV4	CRK7	CRK7	CMGC	CDC2/CDKX	/	KINASE	CRK7
Q5MAI5	CDKL4	CDKL_group	CMGC	CDC2/CDKX	/	KINASE	CDKL4
Q5MAI5	CDKL4	CDKL2_CDKL3_CDKL1_CDKL4_group	CMGC	CDC2/CDKX	/	KINASE	CDKL4
Q5MAI5	CDKL4	CDKL1_CDKL4_group	CMGC	CDC2/CDKX	/	KINASE	CDKL4
Q5MAI5	CDKL4	CDKL4	CMGC	CDC2/CDKX	/	KINASE	CDKL4
Q86Z02	HIPK1	HIPK_group	CMGC	HIPK	/	KINASE	HIPK1
Q9H2X6	HIPK2	HIPK_group	CMGC	HIPK	/	KINASE	HIPK2
Q9H422	HIPK3	HIPK_group	CMGC	HIPK	/	KINASE	HIPK3
Q86Z02	HIPK1	HIPK1_HIPK2_HIPK3_group	CMGC	HIPK	/	KINASE	HIPK1
Q9H2X6	HIPK2	HIPK1_HIPK2_HIPK3_group	CMGC	HIPK	/	KINASE	HIPK2
Q9H422	HIPK3	HIPK1_HIPK2_HIPK3_group	CMGC	HIPK	/	KINASE	HIPK3
Q86Z02	HIPK1	HIPK1_HIPK2_group	CMGC	HIPK	/	KINASE	HIPK1
Q9H2X6	HIPK2	HIPK1_HIPK2_group	CMGC	HIPK	/	KINASE	HIPK2
Q86Z02	HIPK1	HIPK1	CMGC	HIPK	/	KINASE	HIPK1
Q9H2X6	HIPK2	HIPK2	CMGC	HIPK	/	KINASE	HIPK2
Q9H422	HIPK3	HIPK3	CMGC	HIPK	/	KINASE	HIPK3
Q13523	PRPF4B	PRP4	CMGC	PRP4	PRP4	KINASE	PRP4
P49840	GSK3A	GSK3_group	CMGC	GSK-3	/	KINASE	GSK3alpha
P49840	GSK3A	GSK3alpha	CMGC	GSK-3	/	KINASE	GSK3alpha
Q96L96	ALP3K	RCK_group	Atypical	Alpha-type protein kinase family/ALPK	MAK	KINASE	MAK
Q9UQ07	MOK	RCK_group	CMGC	CDC2/CDKX	/	KINASE	MOK
Q96L96	ALP3K	MAK_ICK_group	Atypical	Alpha-type protein kinase family/ALPK	MAK	KINASE	MAK
Q96L96	ALP3K	MAK	Atypical	Alpha-type protein kinase family/ALPK	MAK	KINASE	MAK
Q9UQ07	MOK	MOK	CMGC	CDC2/CDKX	/	KINASE	MOK
Q9UBE8	NLK	MAPK_group	CMGC	MAP kinase	/	KINASE	NLK
Q15759	MAPK11	MAPK_group	CMGC	MAP kinase	/	KINASE	MAPK11
Q9UBE8	NLK	MAPK3_MAPK1_MAPK7_NLK_group	CMGC	MAP kinase	/	KINASE	NLK
Q9UBE8	NLK	MAPK7_NLK_group	CMGC	MAP kinase	/	KINASE	NLK
Q9UBE8	NLK	NLK	CMGC	MAP kinase	/	KINASE	NLK
Q15759	MAPK11	p38_group	CMGC	MAP kinase	/	KINASE	MAPK11
Q15759	MAPK11	MAPK14_MAPK11_group	CMGC	MAP kinase	/	KINASE	MAPK11
Q15759	MAPK11	MAPK11	CMGC	MAP kinase	/	KINASE	MAPK11
Q13233	MAP3K1	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K1
P41279	MAP3K8	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K8
Q9Y6R4	MAP3K4	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K4
Q99683	MAP3K5	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K5
Q6ZN16	MAP3K15	STE_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K15
Q13153	PAK1	STE_group	STE	STE20	/	KINASE	PAK1
O75914	PAK4	STE_group	STE	STE20	PAK3	KINASE	PAK3
Q16512	PAK2	STE_group	AGC	PKC	/	KINASE	PAK2
O75914	PAK4	STE_group	STE	STE20	/	KINASE	PAK4
Q13043	STK4	STE_group	STE	STE20	MST1	KINASE	MST1
Q12851	MAP4K2	STE_group	STE	STE20	/	KINASE	MAP4K2
O94804	SLK	STE_group	STE	STE20	/	KINASE	SLK
O94804	SLK	STE_group	STE	STE20	LOK	KINASE	LOK
O95819	MAP4K4	STE_group	STE	STE20	/	KINASE	MAP4K4
Q7Z2Y5	NRK	STE_group	STE	STE20	/	KINASE	NRK
Q8NEV4	MYO3A	STE_group	STE	NinaC	/	KINASE	MYO3A
Q13233	MAP3K1	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K1
P41279	MAP3K8	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K8
Q9Y6R4	MAP3K4	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K4
Q99683	MAP3K5	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K5
Q6ZN16	MAP3K15	MAP3K_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K15
Q13233	MAP3K1	MAP3K2_MAP3K3_MAP3K8_MAP3K1_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K1
P41279	MAP3K8	MAP3K2_MAP3K3_MAP3K8_MAP3K1_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K8
Q13233	MAP3K1	MAP3K1	STE	MAP kinase kinase kinase	/	KINASE	MAP3K1
P41279	MAP3K8	MAP3K2_MAP3K3_MAP3K8_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K8
P41279	MAP3K8	MAP3K8	STE	MAP kinase kinase kinase	/	KINASE	MAP3K8
Q9Y6R4	MAP3K4	MAP3K5_MAP3K15_MAP3K6_MAP3K4_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K4
Q99683	MAP3K5	MAP3K5_MAP3K15_MAP3K6_MAP3K4_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K5
Q6ZN16	MAP3K15	MAP3K5_MAP3K15_MAP3K6_MAP3K4_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K15
Q9Y6R4	MAP3K4	MAP3K4	STE	MAP kinase kinase kinase	/	KINASE	MAP3K4
Q99683	MAP3K5	MAP3K5_MAP3K15_MAP3K6_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K5
Q6ZN16	MAP3K15	MAP3K5_MAP3K15_MAP3K6_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K15
Q99683	MAP3K5	MAP3K5_MAP3K15_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K5
Q6ZN16	MAP3K15	MAP3K5_MAP3K15_group	STE	MAP kinase kinase kinase	/	KINASE	MAP3K15
Q99683	MAP3K5	MAP3K5	STE	MAP kinase kinase kinase	/	KINASE	MAP3K5
Q6ZN16	MAP3K15	MAP3K15	STE	MAP kinase kinase kinase	/	KINASE	MAP3K15
Q13153	PAK1	PAK_group	STE	STE20	/	KINASE	PAK1
O75914	PAK4	PAK_group	STE	STE20	PAK3	KINASE	PAK3
Q16512	PAK2	PAK_group	AGC	PKC	/	KINASE	PAK2
O75914	PAK4	PAK_group	STE	STE20	/	KINASE	PAK4
Q13153	PAK1	PAKA_group	STE	STE20	/	KINASE	PAK1
O75914	PAK4	PAKA_group	STE	STE20	PAK3	KINASE	PAK3
Q16512	PAK2	PAKA_group	AGC	PKC	/	KINASE	PAK2
Q13153	PAK1	PAK1_PAK3_group	STE	STE20	/	KINASE	PAK1
O75914	PAK4	PAK1_PAK3_group	STE	STE20	PAK3	KINASE	PAK3
Q13153	PAK1	PAK1	STE	STE20	/	KINASE	PAK1
O75914	PAK4	PAK3	STE	STE20	PAK3	KINASE	PAK3
Q16512	PAK2	PAK2	AGC	PKC	/	KINASE	PAK2
O75914	PAK4	PAKB_group	STE	STE20	/	KINASE	PAK4
O75914	PAK4	PAK4_PAK5_group	STE	STE20	/	KINASE	PAK4
O75914	PAK4	PAK4	STE	STE20	/	KINASE	PAK4
Q13043	STK4	MST_YSK_group	STE	STE20	MST1	KINASE	MST1
Q13043	STK4	MST_group	STE	STE20	MST1	KINASE	MST1
Q13043	STK4	MST1	STE	STE20	MST1	KINASE	MST1
Q12851	MAP4K2	KHS_group	STE	STE20	/	KINASE	MAP4K2
Q12851	MAP4K2	MAP4K2_MAP4K5_KHS2_group	STE	STE20	/	KINASE	MAP4K2
Q12851	MAP4K2	MAP4K2	STE	STE20	/	KINASE	MAP4K2
O94804	SLK	SLK_group	STE	STE20	/	KINASE	SLK
O94804	SLK	SLK_group	STE	STE20	LOK	KINASE	LOK
O94804	SLK	SLK	STE	STE20	/	KINASE	SLK
O94804	SLK	LOK	STE	STE20	LOK	KINASE	LOK
O95819	MAP4K4	MSN_group	STE	STE20	/	KINASE	MAP4K4
Q7Z2Y5	NRK	MSN_group	STE	STE20	/	KINASE	NRK
O95819	MAP4K4	MAP4K4_MAP4K6_TNIK_group	STE	STE20	/	KINASE	MAP4K4
O95819	MAP4K4	MAP4K4_MAP4K6_group	STE	STE20	/	KINASE	MAP4K4
O95819	MAP4K4	MAP4K4	STE	STE20	/	KINASE	MAP4K4
Q7Z2Y5	NRK	NRK	STE	STE20	/	KINASE	NRK
Q8NEV4	MYO3A	MYO3_group	STE	NinaC	/	KINASE	MYO3A
Q8NEV4	MYO3A	MYO3A	STE	NinaC	/	KINASE	MYO3A
Q8NE28	SgK071	SgK071	other	STKL	/	KINASE	SgK071
O75460	IRE1	IRE_group	other	/	/	KINASE	IRE1
O75460	IRE1	IRE1	other	/	/	KINASE	IRE1
Q9P2K8	GCN2	GCN2_PEK_EIF2AK2_group	other	GCN2	/	KINASE	GCN2
Q9NZJ5	PEK	GCN2_PEK_EIF2AK2_group	other	GCN2	/	KINASE	PEK
Q9P2K8	GCN2	GCN2	other	GCN2	/	KINASE	GCN2
Q9NZJ5	PEK	PEK_EIF2AK2_group	other	GCN2	/	KINASE	PEK
Q9NZJ5	PEK	PEK	other	GCN2	/	KINASE	PEK
P0C1S8	Wee1B	Wee_group	other	WEE1	/	KINASE	Wee1B
P0C1S8	Wee1B	Wee1_Wee1B_group	other	WEE1	/	KINASE	Wee1B
P0C1S8	Wee1B	Wee1B	other	WEE1	/	KINASE	Wee1B
O14976	GAK	NAK_group	other	GAK	/	KINASE	GAK
Q9NSY1	BIKE	NAK_group	other	BIKE	/	KINASE	BIKE
O14976	GAK	GAK	other	GAK	/	KINASE	GAK
Q9NSY1	BIKE	AAK1_BIKE_group	other	BIKE	/	KINASE	BIKE
Q9NSY1	BIKE	BIKE	other	BIKE	/	KINASE	BIKE
Q96PY6	NEK1	NEK_group	NEK	NIMA	/	KINASE	NEK1
Q6P3R8	NEK5	NEK_group	NEK	NIMA	/	KINASE	NEK5
P51955	NEK2	NEK_group	NEK	NIMA	/	KINASE	NEK2
Q8TD19	NEK9	NEK_group	NEK	NIMA	/	KINASE	NEK9
Q8TD19	NEK9	NEK_group	NEK	NIMA	NEK8	KINASE	NEK8
Q96PY6	NEK1	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	NEK	NIMA	/	KINASE	NEK1
Q6P3R8	NEK5	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	NEK	NIMA	/	KINASE	NEK5
P51955	NEK2	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	NEK	NIMA	/	KINASE	NEK2
Q96PY6	NEK1	NEK1_NEK5_NEK3_NEK4_NEK11_group	NEK	NIMA	/	KINASE	NEK1
Q6P3R8	NEK5	NEK1_NEK5_NEK3_NEK4_NEK11_group	NEK	NIMA	/	KINASE	NEK5
Q96PY6	NEK1	NEK1_NEK5_NEK3_NEK4_group	NEK	NIMA	/	KINASE	NEK1
Q6P3R8	NEK5	NEK1_NEK5_NEK3_NEK4_group	NEK	NIMA	/	KINASE	NEK5
Q96PY6	NEK1	NEK1_NEK5_NEK3_group	NEK	NIMA	/	KINASE	NEK1
Q6P3R8	NEK5	NEK1_NEK5_NEK3_group	NEK	NIMA	/	KINASE	NEK5
Q96PY6	NEK1	NEK1_NEK5_group	NEK	NIMA	/	KINASE	NEK1
Q6P3R8	NEK5	NEK1_NEK5_group	NEK	NIMA	/	KINASE	NEK5
Q96PY6	NEK1	NEK1	NEK	NIMA	/	KINASE	NEK1
Q6P3R8	NEK5	NEK5	NEK	NIMA	/	KINASE	NEK5
P51955	NEK2	NEK2	NEK	NIMA	/	KINASE	NEK2
Q8TD19	NEK9	NEK9_NEK8_group	NEK	NIMA	/	KINASE	NEK9
Q8TD19	NEK9	NEK9_NEK8_group	NEK	NIMA	NEK8	KINASE	NEK8
Q8TD19	NEK9	NEK9	NEK	NIMA	/	KINASE	NEK9
Q8TD19	NEK9	NEK8	NEK	NIMA	NEK8	KINASE	NEK8
Q86YV5	SgK223	NKF3_group	other	/	/	KINASE	SgK223
Q86YV5	SgK223	SgK223	other	/	/	KINASE	SgK223
Q6IQ55	TTBK2	CK_group	CK	TTBK	/	KINASE	TTBK2
Q5TCY1	TTBK1	CK_group	CK	TTBK	/	KINASE	TTBK1
Q86Y07	VRK2	CK_group	CK	VRK	/	KINASE	VRK2
O43683	BUB1	CK_group	other	BUB1	/	KINASE	BUB1
Q9BXU1	SgK396	CK_group	other	/	/	KINASE	SgK396
P0C264	SgK110	CK_group	other	STKL	/	KINASE	SgK110
Q6IQ55	TTBK2	TTBK_group	CK	TTBK	/	KINASE	TTBK2
Q5TCY1	TTBK1	TTBK_group	CK	TTBK	/	KINASE	TTBK1
Q6IQ55	TTBK2	TTBK2	CK	TTBK	/	KINASE	TTBK2
Q5TCY1	TTBK1	TTBK1	CK	TTBK	/	KINASE	TTBK1
Q86Y07	VRK2	VRK_group	CK	VRK	/	KINASE	VRK2
Q86Y07	VRK2	VRK1_VRK2_group	CK	VRK	/	KINASE	VRK2
Q86Y07	VRK2	VRK2	CK	VRK	/	KINASE	VRK2
O43683	BUB1	BUB1_BUBR1_group	other	BUB1	/	KINASE	BUB1
O43683	BUB1	BUB1	other	BUB1	/	KINASE	BUB1
Q9BXU1	SgK396	SgK396	other	/	/	KINASE	SgK396
P0C264	SgK110	NKF1_group	other	STKL	/	KINASE	SgK110
P0C264	SgK110	SgK069_SgK110_group	other	STKL	/	KINASE	SgK110
P0C264	SgK110	SgK110	other	STKL	/	KINASE	SgK110
Q6XUX3	DSTYK	SgK496	other	/	SGK496	KINASE	SgK496
Q5S007	LRRK2	TKL_group	TKL	/	/	KINASE	LRRK2
Q9Y572	RIPK3	TKL_group	TKL	/	/	KINASE	RIPK3
Q16584	MLK3	TKL_group	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q9NYL2	ZAK	TKL_group	STE	MAP kinase kinase kinase	/	KINASE	ZAK
Q8IVT5	KSR1	TKL_group	TKL	KSR	/	KINASE	KSR1
Q8IVT5	KSR1	TKL_group	TKL	KSR	KSR	KINASE	KSR2
Q9UM73	ALK	TKL_group	Tyr	Insulin receptor	/	KINASE	ALK1
P37023	ALK1	TKL_group	TKL	TGFB receptor	/	KINASE	ALK1
Q9UM73	ALK	TKL_group	Tyr	Insulin receptor	/	KINASE	ALK2
Q9UM73	ALK	TKL_group	Tyr	Insulin receptor	/	KINASE	ALK4
P36896	ALK4	TKL_group	TKL	TGFB receptor	/	KINASE	ALK4
P36897	TGFbR1	TKL_group	TKL	TGFB receptor	/	KINASE	TGFbR1
Q9UM73	ALK	TKL_group	Tyr	Insulin receptor	/	KINASE	ALK7
Q8NER5	ALK7	TKL_group	TKL	TGFB receptor	/	KINASE	ALK7
P36894	BMPR1A	TKL_group	TKL	TGFB receptor	/	KINASE	BMPR1A
O00238	BMPR1B	TKL_group	TKL	TGFB receptor	/	KINASE	BMPR1B
P37173	TGFbR2	TKL_group	TKL	TGFB receptor	/	KINASE	TGFbR2
Q16671	MISR2	TKL_group	TKL	TGFB receptor	/	KINASE	MISR2
Q13873	BMPR2	TKL_group	TKL	TGFB receptor	/	KINASE	BMPR2
Q5S007	LRRK2	LRRK_group	TKL	/	/	KINASE	LRRK2
Q5S007	LRRK2	LRRK2	TKL	/	/	KINASE	LRRK2
Q9Y572	RIPK3	RIPK_group	TKL	/	/	KINASE	RIPK3
Q9Y572	RIPK3	ANKRD3_SgK288_RIPK2_RIPK3_group	TKL	/	/	KINASE	RIPK3
Q9Y572	RIPK3	RIPK3	TKL	/	/	KINASE	RIPK3
Q16584	MLK3	MLK_group	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q9NYL2	ZAK	MLK_group	STE	MAP kinase kinase kinase	/	KINASE	ZAK
Q16584	MLK3	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10_ZAK_group	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q9NYL2	ZAK	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10_ZAK_group	STE	MAP kinase kinase kinase	/	KINASE	ZAK
Q16584	MLK3	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q16584	MLK3	MAP3K9_MAP3K11_MLK4_MAP3K10_group	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q16584	MLK3	MAP3K9_MAP3K11_MLK4_group	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q16584	MLK3	MAP3K9_MAP3K11_group	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q16584	MLK3	MAP3K11	STE	MAP kinase kinase kinase	MAP3K11	KINASE	MAP3K11
Q9NYL2	ZAK	ZAK	STE	MAP kinase kinase kinase	/	KINASE	ZAK
Q8IVT5	KSR1	RAF_group	TKL	KSR	/	KINASE	KSR1
Q8IVT5	KSR1	RAF_group	TKL	KSR	KSR	KINASE	KSR2
Q8IVT5	KSR1	KSR1_KSR2_group	TKL	KSR	/	KINASE	KSR1
Q8IVT5	KSR1	KSR1_KSR2_group	TKL	KSR	KSR	KINASE	KSR2
Q8IVT5	KSR1	KSR1	TKL	KSR	/	KINASE	KSR1
Q8IVT5	KSR1	KSR2	TKL	KSR	KSR	KINASE	KSR2
Q9UM73	ALK	STKR_group	Tyr	Insulin receptor	/	KINASE	ALK1
P37023	ALK1	STKR_group	TKL	TGFB receptor	/	KINASE	ALK1
Q9UM73	ALK	STKR_group	Tyr	Insulin receptor	/	KINASE	ALK2
Q9UM73	ALK	STKR_group	Tyr	Insulin receptor	/	KINASE	ALK4
P36896	ALK4	STKR_group	TKL	TGFB receptor	/	KINASE	ALK4
P36897	TGFbR1	STKR_group	TKL	TGFB receptor	/	KINASE	TGFbR1
Q9UM73	ALK	STKR_group	Tyr	Insulin receptor	/	KINASE	ALK7
Q8NER5	ALK7	STKR_group	TKL	TGFB receptor	/	KINASE	ALK7
P36894	BMPR1A	STKR_group	TKL	TGFB receptor	/	KINASE	BMPR1A
O00238	BMPR1B	STKR_group	TKL	TGFB receptor	/	KINASE	BMPR1B
P37173	TGFbR2	STKR_group	TKL	TGFB receptor	/	KINASE	TGFbR2
Q16671	MISR2	STKR_group	TKL	TGFB receptor	/	KINASE	MISR2
Q13873	BMPR2	STKR_group	TKL	TGFB receptor	/	KINASE	BMPR2
Q9UM73	ALK	STKR_type1_group	Tyr	Insulin receptor	/	KINASE	ALK1
P37023	ALK1	STKR_type1_group	TKL	TGFB receptor	/	KINASE	ALK1
Q9UM73	ALK	STKR_type1_group	Tyr	Insulin receptor	/	KINASE	ALK2
Q9UM73	ALK	STKR_type1_group	Tyr	Insulin receptor	/	KINASE	ALK4
P36896	ALK4	STKR_type1_group	TKL	TGFB receptor	/	KINASE	ALK4
P36897	TGFbR1	STKR_type1_group	TKL	TGFB receptor	/	KINASE	TGFbR1
Q9UM73	ALK	STKR_type1_group	Tyr	Insulin receptor	/	KINASE	ALK7
Q8NER5	ALK7	STKR_type1_group	TKL	TGFB receptor	/	KINASE	ALK7
P36894	BMPR1A	STKR_type1_group	TKL	TGFB receptor	/	KINASE	BMPR1A
O00238	BMPR1B	STKR_type1_group	TKL	TGFB receptor	/	KINASE	BMPR1B
Q9UM73	ALK	ALK1_ALK2_group	Tyr	Insulin receptor	/	KINASE	ALK1
P37023	ALK1	ALK1_ALK2_group	TKL	TGFB receptor	/	KINASE	ALK1
Q9UM73	ALK	ALK1_ALK2_group	Tyr	Insulin receptor	/	KINASE	ALK2
Q9UM73	ALK	ALK1	Tyr	Insulin receptor	/	KINASE	ALK1
P37023	ALK1	ALK1	TKL	TGFB receptor	/	KINASE	ALK1
Q9UM73	ALK	ALK2	Tyr	Insulin receptor	/	KINASE	ALK2
Q9UM73	ALK	ALK4_TGFbR1_ALK7_BMPR1A_BMPR1B_group	Tyr	Insulin receptor	/	KINASE	ALK4
P36896	ALK4	ALK4_TGFbR1_ALK7_BMPR1A_BMPR1B_group	TKL	TGFB receptor	/	KINASE	ALK4
P36897	TGFbR1	ALK4_TGFbR1_ALK7_BMPR1A_BMPR1B_group	TKL	TGFB receptor	/	KINASE	TGFbR1
Q9UM73	ALK	ALK4_TGFbR1_ALK7_BMPR1A_BMPR1B_group	Tyr	Insulin receptor	/	KINASE	ALK7
Q8NER5	ALK7	ALK4_TGFbR1_ALK7_BMPR1A_BMPR1B_group	TKL	TGFB receptor	/	KINASE	ALK7
P36894	BMPR1A	ALK4_TGFbR1_ALK7_BMPR1A_BMPR1B_group	TKL	TGFB receptor	/	KINASE	BMPR1A
O00238	BMPR1B	ALK4_TGFbR1_ALK7_BMPR1A_BMPR1B_group	TKL	TGFB receptor	/	KINASE	BMPR1B
Q9UM73	ALK	ALK4_TGFbR1_ALK7_group	Tyr	Insulin receptor	/	KINASE	ALK4
P36896	ALK4	ALK4_TGFbR1_ALK7_group	TKL	TGFB receptor	/	KINASE	ALK4
P36897	TGFbR1	ALK4_TGFbR1_ALK7_group	TKL	TGFB receptor	/	KINASE	TGFbR1
Q9UM73	ALK	ALK4_TGFbR1_ALK7_group	Tyr	Insulin receptor	/	KINASE	ALK7
Q8NER5	ALK7	ALK4_TGFbR1_ALK7_group	TKL	TGFB receptor	/	KINASE	ALK7
Q9UM73	ALK	ALK4_TGFbR1_group	Tyr	Insulin receptor	/	KINASE	ALK4
P36896	ALK4	ALK4_TGFbR1_group	TKL	TGFB receptor	/	KINASE	ALK4
P36897	TGFbR1	ALK4_TGFbR1_group	TKL	TGFB receptor	/	KINASE	TGFbR1
Q9UM73	ALK	ALK4	Tyr	Insulin receptor	/	KINASE	ALK4
P36896	ALK4	ALK4	TKL	TGFB receptor	/	KINASE	ALK4
P36897	TGFbR1	TGFbR1	TKL	TGFB receptor	/	KINASE	TGFbR1
